"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","O-H32_Brunei","O-H5_Pakistan","O109H51_Pakistan","O16H48_Indonesia","O1H7_Pakistan","O1K1H7_Korea","O25H4_Denmark","O2K1H5_IMT5155_China","O2K1H5_Korea","O36H5_Pakistan","O76_O8H9_China","O78H4_Australia","O78H4_Korea","O78H51_Korea","O78H9_China","O78H9_HPVN24_VN","O78H9_IMT2125_UK","O78_US","O82H8_Thailand","O8H25_Laos","O9H21_China"
"group_9849","","Insertion element IS6110 uncharacterized 12.0 kDa protein","1","1","1","52","6261","1","1286","","221","221","221","","","","","","","","","","","","","","","","","","","","","O9H21China_01941"
"ydfJ_1","","putative transporter","1","1","1","52","6260","1","1285","","1394","1394","1394","","","","","","","","","","","","","","","","","","","","","O9H21China_01942"
"purR_1","","PurR-Hypoxanthine DNA-binding transcriptional repressor","1","1","1","52","6259","1","1284","","1031","1031","1031","","","","","","","","","","","","","","","","","","","","","O9H21China_01943"
"rihB_2","","ribonucleoside hydrolase 2 (pyrimidine-specific)","1","1","1","52","6258","1","1283","","1034","1034","1034","","","","","","","","","","","","","","","","","","","","","O9H21China_01944"
"sapB_1","","Protein SapB","1","1","1","52","6257","1","1282","","713","713","713","","","","","","","","","","","","","","","","","","","","","O9H21China_01945"
"group_9854","","IS4 family transposase ISEc13","1","1","1","52","6256","1","1281","","599","599","599","","","","","","","","","","","","","","","","","","","","","O9H21China_01946"
"group_9855","","hypothetical protein","1","1","1","52","6255","1","1280","","1535","1535","1535","","","","","","","","","","","","","","","","","","","","","O9H21China_01947"
"group_9856","","hypothetical protein","1","1","1","52","11855","1","1279","","293","293","293","","","","","","","","","","","","","","","","","","","","","O9H21China_01948"
"group_9857","","hypothetical protein","1","1","1","52","11856","1","1278","","278","278","278","","","","","","","","","","","","","","","","","","","","","O9H21China_01949"
"iaaA_1","","Isoaspartyl peptidase","1","1","1","52","11857","1","1277","","1031","1031","1031","","","","","","","","","","","","","","","","","","","","","O9H21China_01950"
"group_9859","","hypothetical protein","1","1","1","52","11858","1","1276","","446","446","446","","","","","","","","","","","","","","","","","","","","","O9H21China_01951"
"dcuD_2","","YhcL DcuC transporter","1","1","1","52","11859","1","1275","","1361","1361","1361","","","","","","","","","","","","","","","","","","","","","O9H21China_01954"
"pepT_1","","peptidase T","1","1","1","52","11860","1","1274","","1256","1256","1256","","","","","","","","","","","","","","","","","","","","","O9H21China_01955"
"dcuA_2","","dicarboxylate transporter DcuA","1","1","1","52","11862","1","1272","","1334","1334","1334","","","","","","","","","","","","","","","","","","","","","O9H21China_01957"
"dcuR_1","","Transcriptional regulatory protein DcuR","1","1","1","52","11864","1","1270","","725","725","725","","","","","","","","","","","","","","","","","","","","","O9H21China_01959"
"lldR_2","","LldR transcriptional repressor","1","1","1","52","11865","1","1269","","656","656","656","","","","","","","","","","","","","","","","","","","","","O9H21China_01960"
"dcuB_1","","dicarboxylate transporter DcuB","1","1","1","52","11866","1","1268","","1316","1316","1316","","","","","","","","","","","","","","","","","","","","","O9H21China_01961"
"dcuB_2","","dicarboxylate transporter DcuB","1","1","1","52","11867","1","1267","","1316","1316","1316","","","","","","","","","","","","","","","","","","","","","O9H21China_01962"
"argH_1","","argininosuccinate lyase","1","1","1","52","11868","1","1266","","536","536","536","","","","","","","","","","","","","","","","","","","","","O9H21China_01963"
"group_9868","fliC","flagellar biosynthesis; flagellin, filament structural protein","1","1","1","52","11154","679","1","","1475","1475","1475","","","","","","","","","","","","","","","","","","","","","O9H21China_02029"
"ybbA_1","","putative protein YbbA","1","1","1","52","11592","670","3","","839","839","839","","","","","","","","","","","","","","","","","","","","","O9H21China_02109"
"group_9871","","hypothetical protein","1","1","1","52","11593","670","2","","143","143","143","","","","","","","","","","","","","","","","","","","","","O9H21China_02110"
"group_9872","","hypothetical protein","1","1","1","52","11594","670","1","","794","794","794","","","","","","","","","","","","","","","","","","","","","O9H21China_02111"
"group_9873","xerC_3","Tyrosine recombinase XerC","1","1","1","52","11288","1","999","","1379","1379","1379","","","","","","","","","","","","","","","","","","","","","O9H21China_02397"
"group_9874","","hypothetical protein","1","1","1","52","11287","1","998","","368","368","368","","","","","","","","","","","","","","","","","","","","","O9H21China_02398"
"group_9875","","hypothetical protein","1","1","1","52","11286","1","997","","1091","1091","1091","","","","","","","","","","","","","","","","","","","","","O9H21China_02399"
"group_9876","","hypothetical protein","1","1","1","52","11285","1","996","","230","230","230","","","","","","","","","","","","","","","","","","","","","O9H21China_02400"
"group_9877","","hypothetical protein","1","1","1","52","11284","1","995","","509","509","509","","","","","","","","","","","","","","","","","","","","","O9H21China_02401"
"group_9878","","hypothetical protein","1","1","1","52","10469","1","2797","","614","614","614","","","","","","","","","","","","","","","","","","","","","O9H21China_02427"
"group_9879","","hypothetical protein","1","1","1","52","10468","1","2798","","1022","1022","1022","","","","","","","","","","","","","","","","","","","","","O9H21China_02428"
"group_9880","","hypothetical protein","1","1","1","52","10467","1","2799","","212","212","212","","","","","","","","","","","","","","","","","","","","","O9H21China_02430"
"ybhD_1","","putative DNA-binding transcriptional regulator","1","1","1","52","10704","7","6","","890","890","890","","","","","","","","","","","","","","","","","","","","","O9H21China_02539"
"group_9882","atoD","acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit","1","1","1","52","10703","7","5","","707","707","707","","","","","","","","","","","","","","","","","","","","","O9H21China_02540"
"group_9883","atoA","acetyl-CoA:acetoacetyl-CoA transferase, beta subunit","1","1","1","52","10702","7","4","","656","656","656","","","","","","","","","","","","","","","","","","","","","O9H21China_02541"
"yqeF_2","","putative acyltransferase","1","1","1","52","10698","7","20","","1205","1205","1205","","","","","","","","","","","","","","","","","","","","","O9H21China_02542"
"paaH_1","","3-hydroxyadipyl-CoA dehydrogenase (NAD+)","1","1","1","52","10699","7","19","","923","923","923","","","","","","","","","","","","","","","","","","","","","O9H21China_02543"
"group_9886","","hypothetical protein","1","1","1","52","10700","7","18","","1391","1391","1391","","","","","","","","","","","","","","","","","","","","","O9H21China_02544"
"ucpA_2","","putative oxidoreductase","1","1","1","52","10701","7","17","","770","770","770","","","","","","","","","","","","","","","","","","","","","O9H21China_02545"
"group_9888","","hypothetical protein","1","1","1","52","7224","1","1062","","377","377","377","","","","","","","","","","","","","","","","","","","","","O9H21China_02570"
"group_9889","","hypothetical protein","1","1","1","52","7223","1","1069","","593","593","593","","","","","","","","","","","","","","","","","","","","","O9H21China_02571"
"group_989","","hypothetical protein","1","1","1","52","3220","1","2041","","809","809","809","","","","","","","","","","","","","","O78H51Korea_05085","","","","","","",""
"ychS","","putative protein","1","1","1","52","10014","771","1","","179","179","179","","","","","","","","","","","","","","","","","","","","","O9H21China_02784"
"group_9891","","hypothetical protein","1","1","1","52","8955","1","2225","","398","398","398","","","","","","","","","","","","","","","","","","","","","O9H21China_03163"
"group_9892","","hypothetical protein","1","1","1","52","3502","1","2224","","443","443","443","","","","","","","","","","","","","","","","","","","","","O9H21China_03164"
"group_9893","","hypothetical protein","1","1","1","52","3543","1","2171","","1028","1028","1028","","","","","","","","","","","","","","","","","","","","","O9H21China_03182"
"group_9894","","hypothetical protein","1","1","1","52","3542","1","2170","","1685","1685","1685","","","","","","","","","","","","","","","","","","","","","O9H21China_03183"
"group_9895","","hypothetical protein","1","1","1","52","3541","1","2205","","266","266","266","","","","","","","","","","","","","","","","","","","","","O9H21China_03184"
"group_9896","","hypothetical protein","1","1","1","52","3540","1","2206","","188","188","188","","","","","","","","","","","","","","","","","","","","","O9H21China_03185"
"group_9897","","hypothetical protein","1","1","1","52","3539","1","2207","","458","458","458","","","","","","","","","","","","","","","","","","","","","O9H21China_03186"
"group_9898","","hypothetical protein","1","1","1","52","8656","1","2208","","2342","2342","2342","","","","","","","","","","","","","","","","","","","","","O9H21China_03187"
"group_9899","","hypothetical protein","1","1","1","52","8098","1","756","","365","365","365","","","","","","","","","","","","","","","","","","","","","O9H21China_03494"
"group_9900","","hypothetical protein","1","1","1","52","8097","1","733","","437","437","437","","","","","","","","","","","","","","","","","","","","","O9H21China_03495"
"group_9901","","hypothetical protein","1","1","1","52","10907","1","2671","","1094","1094","1094","","","","","","","","","","","","","","","","","","","","","O9H21China_03530"
"group_9902","","hypothetical protein","1","1","1","52","9916","1","3156","","929","929","929","","","","","","","","","","","","","","","","","","","","","O9H21China_03545"
"group_9903","","hypothetical protein","1","1","1","52","9917","1","3155","","317","317","317","","","","","","","","","","","","","","","","","","","","","O9H21China_03546"
"group_9904","","hypothetical protein","1","1","1","52","4265","1","3125","","350","350","350","","","","","","","","","","","","","","","","","","","","","O9H21China_03850"
"group_9905","","hypothetical protein","1","1","1","52","4247","1","2106","","401","401","401","","","","","","","","","","","","","","","","","","","","","O9H21China_03856"
"group_9906","","hypothetical protein","1","1","1","52","4987","1","2107","","965","965","965","","","","","","","","","","","","","","","","","","","","","O9H21China_03857"
"group_9907","ybcQ_2","DLP12 prophage; predicted antitermination protein","1","1","1","52","4988","1","2108","","353","353","353","","","","","","","","","","","","","","","","","","","","","O9H21China_03858"
"group_9908","yfdN","CPS-53 (KpLE1) prophage; predicted protein","1","1","1","52","6982","1","2100","","488","488","488","","","","","","","","","","","","","","","","","","","","","O9H21China_03863"
"group_9909","","hypothetical protein","1","1","1","52","7067","1","1384","","494","494","494","","","","","","","","","","","","","","","","","","","","","O9H21China_03869"
"group_9910","","hypothetical protein","1","1","1","52","7068","1","1361","","344","344","344","","","","","","","","","","","","","","","","","","","","","O9H21China_03872"
"ybfD_2","","putative DNA ligase","1","1","1","52","7212","1","1122","","131","131","131","","","","","","","","","","","","","","","","","","","","","O9H21China_03907"
"group_9912","","hypothetical protein","1","1","1","52","7213","1","1123","","404","404","404","","","","","","","","","","","","","","","","","","","","","O9H21China_03908"
"group_9913","","hypothetical protein","1","1","1","52","6966","1","6252","","224","224","224","","","","","","","","","","","","","","","","","","","","","O9H21China_04264"
"group_9914","","hypothetical protein","1","1","1","52","6773","1","4130","","878","878","878","","","","","","","","","","","","","","","","","","","","","O9H21China_04280"
"group_9915","","hypothetical protein","1","1","1","52","6772","1","4131","","263","263","263","","","","","","","","","","","","","","","","","","","","","O9H21China_04281"
